id,longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value
8947.0,-118.88,34.19,26.0,2296.0,275.0,842.0,263.0,7.7889,300001 - 350000
8948.0,-118.88,34.19,16.0,7268.0,1729.0,3232.0,1653.0,3.3703,200001 - 250000
8949.0,-118.88,34.17,15.0,4260.0,746.0,1701.0,669.0,5.1033,400001 - 450000
8950.0,-118.88,34.02,19.0,15990.0,2611.0,5175.0,2173.0,7.7848,450001 - 500000
8951.0,-118.89,34.33,23.0,366.0,62.0,265.0,66.0,3.125,350001 - 400000
8952.0,-118.89,34.29,28.0,1545.0,371.0,1334.0,318.0,3.4375,150001 - 200000
8953.0,-118.89,34.28,30.0,917.0,157.0,678.0,171.0,5.8133,150001 - 200000
8954.0,-118.89,34.22,20.0,3878.0,665.0,1651.0,591.0,5.5402,250001 - 300000
8955.0,-118.9,35.41,6.0,4656.0,971.0,2320.0,935.0,3.0938,100001 - 150000
8956.0,-118.9,35.26,31.0,6145.0,1492.0,5666.0,1457.0,1.9066,50001 - 100000
8957.0,-118.9,34.41,35.0,4431.0,739.0,2304.0,720.0,4.2599,200001 - 250000
8958.0,-118.9,34.4,16.0,2614.0,575.0,1163.0,524.0,1.5781,100001 - 150000
8959.0,-118.9,34.3,13.0,5591.0,1013.0,3188.0,971.0,5.5925,200001 - 250000
8960.0,-118.9,34.26,5.0,25187.0,3521.0,11956.0,3478.0,6.9712,300001 - 350000
8961.0,-118.9,34.19,26.0,1582.0,196.0,573.0,182.0,10.0595,450001 - 500000
8962.0,-118.9,34.17,14.0,4719.0,734.0,1880.0,731.0,5.3558,300001 - 350000
8963.0,-118.91,36.79,19.0,1616.0,324.0,187.0,80.0,3.7857,50001 - 100000
8964.0,-118.91,35.4,10.0,3587.0,774.0,1398.0,763.0,2.569,100001 - 150000
8965.0,-118.91,35.37,32.0,4121.0,755.0,2590.0,721.0,3.3462,50001 - 100000
8966.0,-118.91,35.27,29.0,1401.0,317.0,1344.0,306.0,2.0921,50001 - 100000
8967.0,-118.91,35.24,29.0,2888.0,753.0,2949.0,699.0,1.7716,14999 - 50000
8968.0,-118.91,34.4,30.0,2861.0,613.0,2065.0,586.0,3.2024,150001 - 200000
8969.0,-118.91,34.28,6.0,6106.0,1134.0,3246.0,1062.0,5.2206,250001 - 300000
8970.0,-118.91,34.18,17.0,3220.0,716.0,1381.0,733.0,2.8958,150001 - 200000
8971.0,-118.92,36.04,28.0,1148.0,233.0,521.0,212.0,2.9208,50001 - 100000
8972.0,-118.92,35.47,6.0,1755.0,280.0,664.0,254.0,6.2885,200001 - 250000
8973.0,-118.92,35.38,33.0,3122.0,579.0,1733.0,545.0,3.8307,50001 - 100000
8974.0,-118.92,35.37,17.0,3589.0,701.0,1746.0,640.0,2.4919,50001 - 100000
8975.0,-118.92,35.26,20.0,3815.0,924.0,3450.0,920.0,2.0174,50001 - 100000
8976.0,-118.92,35.13,29.0,1297.0,262.0,909.0,253.0,1.9236,100001 - 150000
8977.0,-118.92,34.41,22.0,2702.0,655.0,2664.0,571.0,3.0893,150001 - 200000
8978.0,-118.92,34.4,23.0,1290.0,283.0,1060.0,279.0,3.3152,150001 - 200000
8979.0,-118.92,34.19,16.0,3631.0,974.0,2585.0,923.0,3.0691,100001 - 150000
8980.0,-118.92,34.18,17.0,2400.0,352.0,1067.0,323.0,6.3522,250001 - 300000
8981.0,-118.92,34.17,17.0,1552.0,246.0,685.0,244.0,5.9836,250001 - 300000
8982.0,-118.93,36.19,30.0,2685.0,546.0,951.0,523.0,2.6184,100001 - 150000
8983.0,-118.93,35.44,13.0,1439.0,237.0,557.0,227.0,6.1563,200001 - 250000
8984.0,-118.93,35.37,34.0,2412.0,446.0,1558.0,421.0,2.6903,50001 - 100000
8985.0,-118.93,34.82,8.0,508.0,111.0,229.0,84.0,4.0332,100001 - 150000
8986.0,-118.93,34.82,24.0,806.0,168.0,323.0,136.0,3.5,100001 - 150000
8987.0,-118.93,34.4,17.0,3275.0,599.0,2422.0,637.0,3.7092,150001 - 200000
8988.0,-118.93,34.36,33.0,1775.0,309.0,1071.0,296.0,4.6607,150001 - 200000
8989.0,-118.93,34.2,17.0,2619.0,606.0,1655.0,557.0,3.886,250001 - 300000
8990.0,-118.93,34.18,18.0,2730.0,415.0,1248.0,412.0,6.187,250001 - 300000
8991.0,-118.94,37.13,12.0,2255.0,472.0,1006.0,334.0,4.1563,50001 - 100000
8992.0,-118.94,36.32,10.0,2271.0,398.0,986.0,358.0,4.0703,100001 - 150000
8993.0,-118.94,35.41,10.0,3216.0,526.0,1539.0,483.0,6.3639,100001 - 150000
8994.0,-118.94,35.4,14.0,5548.0,941.0,2815.0,935.0,4.2214,100001 - 150000
8995.0,-118.94,35.39,27.0,3074.0,452.0,1223.0,452.0,5.4592,100001 - 150000
8996.0,-118.94,35.39,13.0,3137.0,417.0,1318.0,397.0,7.7751,150001 - 200000
8997.0,-118.94,35.37,37.0,1667.0,362.0,971.0,335.0,2.875,50001 - 100000
8998.0,-118.94,35.37,33.0,3372.0,741.0,2352.0,704.0,2.0643,50001 - 100000
8999.0,-118.94,35.37,23.0,1106.0,252.0,790.0,230.0,1.8523,50001 - 100000
9000.0,-118.94,35.36,19.0,2714.0,512.0,1823.0,500.0,3.1281,50001 - 100000
9001.0,-118.94,34.24,5.0,10018.0,1233.0,4253.0,1120.0,8.9063,450001 - 500000
9002.0,-118.94,34.18,25.0,3502.0,508.0,1713.0,508.0,5.5181,200001 - 250000
9003.0,-118.94,34.18,24.0,3689.0,585.0,1898.0,581.0,5.9224,200001 - 250000
9004.0,-118.94,34.17,16.0,3746.0,508.0,1556.0,452.0,6.3303,250001 - 300000
9005.0,-118.94,34.17,15.0,1679.0,271.0,928.0,264.0,5.5681,200001 - 250000
9006.0,-118.94,34.16,3.0,1170.0,148.0,493.0,142.0,8.0428,450001 - 500000
9007.0,-118.95,35.38,35.0,2220.0,388.0,906.0,373.0,3.5938,50001 - 100000
9008.0,-118.95,35.38,30.0,2594.0,478.0,1419.0,480.0,3.725,50001 - 100000
9009.0,-118.95,35.37,37.0,1475.0,327.0,946.0,295.0,1.6728,50001 - 100000
9010.0,-118.95,35.37,34.0,1672.0,359.0,1059.0,349.0,2.1588,50001 - 100000
9011.0,-118.95,35.36,30.0,2294.0,508.0,1753.0,482.0,2.1078,50001 - 100000
9012.0,-118.95,35.32,29.0,3480.0,608.0,2007.0,541.0,3.2738,50001 - 100000
9013.0,-118.95,34.83,18.0,3278.0,762.0,1338.0,550.0,2.9891,100001 - 150000
9014.0,-118.95,34.81,30.0,2817.0,604.0,1089.0,412.0,3.1364,100001 - 150000
9015.0,-118.95,34.19,24.0,2719.0,434.0,1318.0,424.0,4.675,200001 - 250000
9016.0,-118.95,34.18,25.0,2237.0,331.0,1121.0,365.0,6.0994,250001 - 300000
9017.0,-118.95,34.17,9.0,2372.0,312.0,1039.0,321.0,7.6016,300001 - 350000
9018.0,-118.95,34.17,23.0,2630.0,404.0,1184.0,385.0,5.2955,200001 - 250000
9019.0,-118.95,34.16,21.0,2953.0,419.0,1397.0,410.0,6.541,250001 - 300000
9020.0,-118.96,37.64,11.0,3934.0,697.0,901.0,345.0,4.2381,200001 - 250000
9021.0,-118.96,36.66,18.0,1302.0,424.0,320.0,133.0,3.1964,50001 - 100000
9022.0,-118.96,36.49,24.0,1268.0,269.0,636.0,183.0,1.742,100001 - 150000
9023.0,-118.96,35.41,29.0,3548.0,729.0,1542.0,659.0,2.947,50001 - 100000
9024.0,-118.96,35.4,27.0,2473.0,400.0,1271.0,427.0,3.5524,50001 - 100000
9025.0,-118.96,35.39,23.0,5624.0,1148.0,2842.0,1042.0,3.1297,50001 - 100000
9026.0,-118.96,35.38,41.0,2417.0,435.0,973.0,406.0,3.0568,50001 - 100000
9027.0,-118.96,35.38,34.0,2047.0,347.0,888.0,352.0,3.6734,50001 - 100000
9028.0,-118.96,35.37,40.0,1603.0,374.0,1026.0,337.0,1.365,50001 - 100000
9029.0,-118.96,35.37,32.0,1025.0,259.0,874.0,236.0,1.9612,50001 - 100000
9030.0,-118.96,35.36,35.0,2285.0,497.0,1738.0,480.0,2.4848,50001 - 100000
9031.0,-118.96,34.3,16.0,3103.0,482.0,1567.0,467.0,6.907,450001 - 500000
9032.0,-118.96,34.23,14.0,15207.0,2924.0,6301.0,2829.0,3.9699,200001 - 250000
9033.0,-118.96,34.19,16.0,1807.0,346.0,587.0,296.0,1.9811,150001 - 200000
9034.0,-118.96,34.18,16.0,3137.0,462.0,1384.0,436.0,6.1306,250001 - 300000
9035.0,-118.97,37.64,14.0,2284.0,622.0,342.0,137.0,3.0921,50001 - 100000
9036.0,-118.97,37.64,14.0,1847.0,439.0,238.0,98.0,3.6042,100001 - 150000
9037.0,-118.97,36.06,26.0,1289.0,262.0,1100.0,244.0,1.975,50001 - 100000
9038.0,-118.97,35.41,36.0,1896.0,315.0,937.0,303.0,3.996,50001 - 100000
9039.0,-118.97,35.4,34.0,1859.0,323.0,854.0,309.0,3.1906,50001 - 100000
9040.0,-118.97,35.39,38.0,2121.0,433.0,1547.0,441.0,2.774,50001 - 100000
9041.0,-118.97,35.38,42.0,1185.0,358.0,1038.0,299.0,0.9951,14999 - 50000
9042.0,-118.97,35.38,35.0,1673.0,426.0,1041.0,413.0,1.375,50001 - 100000
9043.0,-118.97,35.38,32.0,1361.0,363.0,1483.0,297.0,1.625,14999 - 50000
9044.0,-118.97,35.37,52.0,425.0,119.0,380.0,97.0,1.4125,14999 - 50000
9045.0,-118.97,35.37,41.0,2396.0,602.0,1781.0,543.0,1.8819,50001 - 100000
9046.0,-118.97,35.37,34.0,1379.0,333.0,1156.0,315.0,1.7197,14999 - 50000
9047.0,-118.97,35.36,31.0,1418.0,306.0,1219.0,312.0,1.5743,14999 - 50000
9048.0,-118.97,34.18,18.0,7338.0,1020.0,3419.0,1058.0,7.0242,250001 - 300000
9049.0,-118.98,38.03,15.0,991.0,277.0,419.0,170.0,3.5469,50001 - 100000
9050.0,-118.98,37.65,18.0,1795.0,416.0,483.0,208.0,4.5375,150001 - 200000
9051.0,-118.98,37.64,17.0,3769.0,908.0,1160.0,453.0,3.05,150001 - 200000
9052.0,-118.98,36.06,33.0,2043.0,443.0,1497.0,417.0,2.343,14999 - 50000
9053.0,-118.98,35.4,36.0,1864.0,331.0,1052.0,325.0,3.4205,50001 - 100000
9054.0,-118.98,35.4,36.0,1443.0,273.0,680.0,259.0,2.9821,50001 - 100000
9055.0,-118.98,35.4,34.0,813.0,171.0,440.0,170.0,2.8393,50001 - 100000
9056.0,-118.98,35.39,32.0,2620.0,682.0,2375.0,684.0,1.2618,14999 - 50000
9057.0,-118.98,35.39,29.0,607.0,177.0,476.0,143.0,1.1875,50001 - 100000
9058.0,-118.98,35.39,22.0,1812.0,457.0,1592.0,420.0,1.4146,14999 - 50000
9059.0,-118.98,35.38,39.0,1497.0,383.0,1182.0,355.0,1.0648,14999 - 50000
9060.0,-118.98,35.38,34.0,1020.0,247.0,795.0,228.0,1.625,50001 - 100000
9061.0,-118.98,35.38,28.0,1171.0,299.0,1193.0,273.0,0.8639,14999 - 50000
9062.0,-118.98,35.38,24.0,1807.0,465.0,1460.0,410.0,1.4786,50001 - 100000
9063.0,-118.98,35.37,36.0,1562.0,398.0,1223.0,329.0,0.9675,14999 - 50000
9064.0,-118.98,35.37,35.0,825.0,179.0,670.0,181.0,1.1638,50001 - 100000
9065.0,-118.98,35.36,29.0,1244.0,266.0,933.0,227.0,1.6981,14999 - 50000
9066.0,-118.98,35.36,15.0,1482.0,338.0,1059.0,279.0,1.2617,14999 - 50000
9067.0,-118.98,34.4,34.0,1328.0,244.0,795.0,227.0,4.4219,300001 - 350000
9068.0,-118.98,34.16,16.0,2476.0,402.0,1251.0,387.0,5.7676,200001 - 250000
9069.0,-118.99,37.65,20.0,2474.0,625.0,338.0,141.0,5.01,150001 - 200000
9070.0,-118.99,37.63,10.0,7744.0,1573.0,483.0,224.0,3.2917,200001 - 250000
9071.0,-118.99,36.07,21.0,983.0,165.0,672.0,169.0,2.975,50001 - 100000
9072.0,-118.99,36.06,19.0,2153.0,458.0,1317.0,386.0,1.7564,14999 - 50000
9073.0,-118.99,35.4,48.0,1908.0,331.0,789.0,321.0,3.5714,50001 - 100000
9074.0,-118.99,35.4,43.0,2225.0,392.0,890.0,374.0,4.0208,50001 - 100000
9075.0,-118.99,35.39,52.0,2805.0,573.0,1325.0,522.0,2.5083,50001 - 100000
9076.0,-118.99,35.39,39.0,2228.0,542.0,1516.0,435.0,1.6009,14999 - 50000
9077.0,-118.99,35.38,30.0,1390.0,361.0,1116.0,298.0,1.3451,50001 - 100000
9078.0,-118.99,35.38,26.0,1317.0,374.0,1025.0,304.0,1.4024,50001 - 100000
9079.0,-118.99,35.37,38.0,918.0,220.0,743.0,222.0,1.7292,50001 - 100000
9080.0,-118.99,35.37,36.0,832.0,198.0,814.0,174.0,1.4773,50001 - 100000
9081.0,-118.99,35.36,31.0,1498.0,359.0,1168.0,340.0,1.2232,14999 - 50000
9082.0,-118.99,35.36,18.0,1524.0,354.0,1210.0,344.0,1.1136,14999 - 50000
9083.0,-118.99,35.35,32.0,1293.0,317.0,1109.0,286.0,1.1786,14999 - 50000
9084.0,-118.99,35.35,27.0,1615.0,355.0,1380.0,332.0,1.6632,14999 - 50000
9085.0,-118.99,35.33,36.0,1590.0,367.0,1311.0,390.0,1.6786,50001 - 100000
9086.0,-118.99,35.32,35.0,1576.0,405.0,870.0,282.0,1.6575,50001 - 100000
9087.0,-118.99,35.32,26.0,875.0,199.0,567.0,204.0,0.9288,14999 - 50000
9088.0,-118.99,35.3,33.0,2248.0,434.0,1461.0,405.0,2.9402,50001 - 100000
9089.0,-118.99,34.23,9.0,10618.0,1617.0,4830.0,1606.0,6.6246,250001 - 300000
9090.0,-119.0,36.07,20.0,1042.0,183.0,509.0,175.0,2.9815,50001 - 100000
9091.0,-119.0,36.05,24.0,3208.0,691.0,1986.0,662.0,1.5506,50001 - 100000
9092.0,-119.0,35.4,44.0,2250.0,378.0,928.0,379.0,4.3906,50001 - 100000
9093.0,-119.0,35.39,42.0,2839.0,516.0,1203.0,487.0,3.7708,50001 - 100000
9094.0,-119.0,35.37,41.0,303.0,78.0,216.0,80.0,2.2212,50001 - 100000
9095.0,-119.0,35.36,40.0,850.0,227.0,764.0,186.0,0.9407,14999 - 50000
9096.0,-119.0,35.36,39.0,896.0,217.0,805.0,197.0,1.25,14999 - 50000
9097.0,-119.0,35.36,35.0,1021.0,280.0,1258.0,239.0,1.7375,14999 - 50000
9098.0,-119.0,35.35,35.0,1164.0,277.0,992.0,284.0,1.4015,14999 - 50000
9099.0,-119.0,35.35,31.0,2931.0,716.0,1969.0,588.0,2.2155,50001 - 100000
9100.0,-119.0,35.33,35.0,991.0,221.0,620.0,207.0,1.9417,50001 - 100000
9101.0,-119.0,35.31,37.0,1337.0,275.0,767.0,273.0,1.6522,50001 - 100000
9102.0,-119.0,34.19,5.0,3634.0,718.0,1317.0,743.0,4.2917,200001 - 250000
9103.0,-119.0,34.08,17.0,1822.0,438.0,578.0,291.0,5.4346,400001 - 450000
9104.0,-119.01,36.08,31.0,1620.0,366.0,1154.0,348.0,1.8857,50001 - 100000
9105.0,-119.01,36.07,44.0,2450.0,575.0,1330.0,508.0,1.6103,50001 - 100000
9106.0,-119.01,36.06,25.0,1505.0,367.0,1392.0,359.0,1.6812,14999 - 50000
9107.0,-119.01,36.05,27.0,1127.0,294.0,839.0,276.0,1.3807,50001 - 100000
9108.0,-119.01,36.02,17.0,3915.0,742.0,1768.0,688.0,2.375,50001 - 100000
9109.0,-119.01,35.44,20.0,3458.0,651.0,1465.0,621.0,2.5806,50001 - 100000
9110.0,-119.01,35.38,44.0,434.0,110.0,274.0,86.0,1.1944,50001 - 100000
9111.0,-119.01,35.38,36.0,790.0,224.0,426.0,208.0,1.4427,50001 - 100000
9112.0,-119.01,35.37,45.0,629.0,143.0,568.0,139.0,1.7321,50001 - 100000
9113.0,-119.01,35.37,44.0,593.0,136.0,364.0,121.0,1.4779,50001 - 100000
9114.0,-119.01,35.37,38.0,1702.0,380.0,1191.0,366.0,1.8801,50001 - 100000
9115.0,-119.01,35.37,33.0,821.0,181.0,579.0,172.0,1.2469,14999 - 50000
9116.0,-119.01,35.36,38.0,1838.0,388.0,1203.0,373.0,1.6797,50001 - 100000
9117.0,-119.01,35.36,36.0,2658.0,626.0,1490.0,529.0,1.2157,50001 - 100000
9118.0,-119.01,35.36,24.0,1941.0,484.0,1277.0,435.0,1.056,50001 - 100000
9119.0,-119.01,35.35,39.0,598.0,149.0,366.0,132.0,1.9125,50001 - 100000
9120.0,-119.01,35.35,34.0,1354.0,325.0,922.0,304.0,2.1875,50001 - 100000
9121.0,-119.01,35.34,44.0,1730.0,343.0,782.0,278.0,3.0208,50001 - 100000
9122.0,-119.01,35.34,36.0,973.0,219.0,613.0,187.0,1.5625,14999 - 50000
9123.0,-119.01,35.33,42.0,1120.0,255.0,677.0,213.0,1.5429,14999 - 50000
9124.0,-119.01,35.33,32.0,3068.0,628.0,1897.0,607.0,2.4234,50001 - 100000
9125.0,-119.01,35.32,23.0,4870.0,965.0,2717.0,928.0,2.596,50001 - 100000
9126.0,-119.01,35.31,19.0,7092.0,1517.0,4101.0,1436.0,2.1006,50001 - 100000
9127.0,-119.01,35.3,7.0,8596.0,1597.0,4893.0,1520.0,3.9054,50001 - 100000
9128.0,-119.01,35.28,10.0,7011.0,1453.0,4163.0,1307.0,2.7659,50001 - 100000
9129.0,-119.01,35.24,6.0,80.0,16.0,66.0,21.0,3.125,50001 - 100000
9130.0,-119.02,36.09,15.0,2234.0,415.0,1254.0,420.0,3.0234,50001 - 100000
9131.0,-119.02,36.07,39.0,1173.0,269.0,702.0,232.0,1.6146,50001 - 100000
9132.0,-119.02,36.07,29.0,2610.0,597.0,1659.0,571.0,1.5911,50001 - 100000
9133.0,-119.02,36.05,22.0,2078.0,431.0,1336.0,456.0,2.2202,50001 - 100000
9134.0,-119.02,35.44,29.0,3415.0,631.0,1527.0,597.0,4.0125,50001 - 100000
9135.0,-119.02,35.43,39.0,2033.0,370.0,956.0,379.0,3.1736,50001 - 100000
9136.0,-119.02,35.42,40.0,1089.0,226.0,520.0,218.0,2.2727,50001 - 100000
9137.0,-119.02,35.42,36.0,2044.0,447.0,1021.0,374.0,1.8472,50001 - 100000
9138.0,-119.02,35.41,41.0,2221.0,516.0,1106.0,473.0,1.97,50001 - 100000
9139.0,-119.02,35.41,31.0,2348.0,701.0,1413.0,611.0,1.3222,50001 - 100000
9140.0,-119.02,35.39,52.0,191.0,52.0,106.0,49.0,2.0455,50001 - 100000
9141.0,-119.02,35.39,30.0,227.0,75.0,169.0,101.0,1.3527,50001 - 100000
9142.0,-119.02,35.38,48.0,346.0,92.0,129.0,63.0,1.1875,50001 - 100000
9143.0,-119.02,35.37,44.0,2687.0,620.0,1521.0,549.0,1.7213,50001 - 100000
9144.0,-119.02,35.36,47.0,1631.0,340.0,847.0,315.0,2.5062,50001 - 100000
9145.0,-119.02,35.35,38.0,1472.0,305.0,670.0,282.0,2.2407,50001 - 100000
9146.0,-119.02,35.34,38.0,1463.0,294.0,692.0,295.0,2.3125,50001 - 100000
9147.0,-119.02,35.34,35.0,1650.0,390.0,1145.0,343.0,1.5357,50001 - 100000
9148.0,-119.02,35.34,34.0,2861.0,510.0,1375.0,486.0,3.4286,50001 - 100000
9149.0,-119.02,35.33,35.0,2053.0,412.0,1193.0,387.0,2.75,50001 - 100000
9150.0,-119.02,35.33,26.0,3691.0,826.0,2072.0,827.0,2.1553,50001 - 100000
9151.0,-119.02,35.32,14.0,2927.0,588.0,1821.0,561.0,3.3529,50001 - 100000
9152.0,-119.02,35.3,10.0,7397.0,1369.0,4611.0,1310.0,3.6369,50001 - 100000
9153.0,-119.02,34.26,40.0,1498.0,292.0,707.0,249.0,3.7974,200001 - 250000
9154.0,-119.02,34.24,24.0,4650.0,748.0,2374.0,702.0,5.8838,200001 - 250000
9155.0,-119.03,36.08,19.0,2736.0,549.0,1432.0,503.0,2.6944,50001 - 100000
9156.0,-119.03,36.08,19.0,2471.0,431.0,1040.0,426.0,3.25,50001 - 100000
9157.0,-119.03,36.07,26.0,3210.0,646.0,1908.0,642.0,2.4167,50001 - 100000
9158.0,-119.03,36.06,36.0,1925.0,443.0,1405.0,422.0,2.162,50001 - 100000
9159.0,-119.03,35.45,14.0,3520.0,604.0,1748.0,582.0,4.3162,50001 - 100000
9160.0,-119.03,35.42,42.0,1705.0,418.0,905.0,393.0,1.6286,50001 - 100000
9161.0,-119.03,35.42,38.0,2952.0,598.0,1491.0,568.0,2.6094,50001 - 100000
9162.0,-119.03,35.41,41.0,1808.0,435.0,1005.0,373.0,1.7857,50001 - 100000
9163.0,-119.03,35.41,37.0,1761.0,443.0,911.0,365.0,2.0331,50001 - 100000
9164.0,-119.03,35.4,35.0,2608.0,620.0,1566.0,583.0,2.1818,50001 - 100000
9165.0,-119.03,35.39,28.0,4513.0,764.0,1593.0,763.0,2.9821,100001 - 150000
9166.0,-119.03,35.38,38.0,2122.0,394.0,843.0,410.0,3.0,50001 - 100000
9167.0,-119.03,35.37,52.0,1503.0,367.0,554.0,277.0,1.6786,100001 - 150000
9168.0,-119.03,35.37,42.0,2508.0,483.0,1035.0,442.0,2.6513,50001 - 100000
9169.0,-119.03,35.36,41.0,2551.0,594.0,1342.0,595.0,1.9671,50001 - 100000
9170.0,-119.03,35.36,41.0,1944.0,363.0,977.0,388.0,3.9097,50001 - 100000
9171.0,-119.03,35.35,34.0,1441.0,294.0,695.0,275.0,2.6875,50001 - 100000
9172.0,-119.03,35.34,34.0,2221.0,436.0,1131.0,408.0,3.0486,50001 - 100000
9173.0,-119.03,35.33,21.0,3057.0,698.0,1627.0,680.0,2.7083,50001 - 100000
9174.0,-119.03,35.32,12.0,2721.0,549.0,1294.0,523.0,2.5575,100001 - 150000
9175.0,-119.03,35.3,10.0,829.0,146.0,447.0,173.0,4.1484,100001 - 150000
9176.0,-119.03,34.25,25.0,3344.0,502.0,1483.0,496.0,6.196,300001 - 350000
9177.0,-119.03,34.24,25.0,3655.0,545.0,1776.0,544.0,5.687,200001 - 250000
9178.0,-119.03,34.23,21.0,3284.0,487.0,1832.0,521.0,5.2773,250001 - 300000
9179.0,-119.03,34.22,24.0,3421.0,656.0,2220.0,645.0,4.7831,200001 - 250000
9180.0,-119.04,36.09,15.0,2288.0,401.0,1238.0,429.0,3.0278,50001 - 100000
9181.0,-119.04,36.07,26.0,2185.0,435.0,1108.0,419.0,2.2277,50001 - 100000
9182.0,-119.04,36.07,17.0,2623.0,659.0,1912.0,618.0,1.5893,50001 - 100000
9183.0,-119.04,35.95,25.0,1009.0,246.0,994.0,222.0,1.8462,50001 - 100000
9184.0,-119.04,35.42,47.0,1691.0,402.0,913.0,358.0,1.8403,50001 - 100000
9185.0,-119.04,35.41,25.0,1577.0,310.0,844.0,309.0,3.0625,50001 - 100000
9186.0,-119.04,35.41,20.0,3268.0,833.0,1622.0,758.0,1.3587,50001 - 100000
9187.0,-119.04,35.37,46.0,1637.0,338.0,714.0,297.0,2.1818,50001 - 100000
9188.0,-119.04,35.37,44.0,1618.0,310.0,667.0,300.0,2.875,50001 - 100000
9189.0,-119.04,35.36,40.0,1533.0,312.0,771.0,306.0,3.0435,50001 - 100000
9190.0,-119.04,35.35,31.0,1607.0,336.0,817.0,307.0,2.5644,50001 - 100000
9191.0,-119.04,35.35,27.0,4590.0,897.0,2212.0,894.0,3.1753,50001 - 100000
9192.0,-119.04,35.32,20.0,37.0,11.0,34.0,8.0,1.2,14999 - 50000
9193.0,-119.04,34.34,35.0,462.0,90.0,334.0,96.0,5.3582,250001 - 300000
9194.0,-119.04,34.28,21.0,1856.0,276.0,863.0,255.0,4.5833,450001 - 500000
9195.0,-119.04,34.24,20.0,7794.0,1192.0,4169.0,1188.0,5.9316,300001 - 350000
9196.0,-119.04,34.23,21.0,9807.0,1614.0,4199.0,1554.0,5.0145,200001 - 250000
9197.0,-119.05,36.09,9.0,3297.0,568.0,1749.0,568.0,4.0217,50001 - 100000
9198.0,-119.05,36.07,21.0,2472.0,523.0,1238.0,504.0,1.7756,50001 - 100000
9199.0,-119.05,35.42,41.0,1992.0,421.0,1006.0,419.0,2.8393,50001 - 100000
9200.0,-119.05,35.42,35.0,2353.0,483.0,1368.0,455.0,2.325,50001 - 100000
9201.0,-119.05,35.4,18.0,1894.0,319.0,846.0,317.0,3.8611,100001 - 150000
9202.0,-119.05,35.36,30.0,4635.0,800.0,2307.0,754.0,3.6548,50001 - 100000
9203.0,-119.05,35.36,16.0,4507.0,1049.0,2261.0,959.0,3.3261,100001 - 150000
9204.0,-119.05,35.33,18.0,12707.0,2685.0,7009.0,2552.0,2.9438,50001 - 100000
9205.0,-119.05,35.3,9.0,10822.0,1994.0,6241.0,1906.0,4.0631,50001 - 100000
9206.0,-119.05,34.4,50.0,1236.0,282.0,1079.0,257.0,2.6991,150001 - 200000
9207.0,-119.05,34.36,22.0,1815.0,506.0,2428.0,473.0,2.8417,150001 - 200000
9208.0,-119.05,34.21,27.0,4357.0,926.0,2110.0,876.0,3.0119,200001 - 250000
9209.0,-119.05,34.19,39.0,143.0,36.0,113.0,33.0,2.8942,250001 - 300000
9210.0,-119.05,34.13,12.0,57.0,22.0,69.0,15.0,5.0066,250001 - 300000
9211.0,-119.06,36.15,25.0,2402.0,478.0,1527.0,461.0,2.3194,50001 - 100000
9212.0,-119.06,36.15,20.0,1282.0,273.0,852.0,247.0,1.6354,14999 - 50000
9213.0,-119.06,36.09,11.0,2572.0,454.0,1402.0,415.0,3.6786,50001 - 100000
9214.0,-119.06,36.07,20.0,2683.0,553.0,1497.0,548.0,1.7031,50001 - 100000
9215.0,-119.06,35.94,18.0,3501.0,721.0,2009.0,660.0,2.6576,50001 - 100000
9216.0,-119.06,35.36,9.0,1228.0,234.0,409.0,212.0,4.3482,50001 - 100000
9217.0,-119.06,35.35,20.0,9351.0,2139.0,4584.0,1953.0,2.575,50001 - 100000
9218.0,-119.06,35.32,15.0,3944.0,746.0,2355.0,757.0,3.569,50001 - 100000
9219.0,-119.06,34.62,10.0,416.0,110.0,436.0,70.0,2.2222,250001 - 300000
9220.0,-119.06,34.36,52.0,1409.0,359.0,981.0,304.0,2.7951,150001 - 200000
9221.0,-119.06,34.36,48.0,1459.0,324.0,902.0,350.0,2.4185,150001 - 200000
9222.0,-119.06,34.35,34.0,2426.0,646.0,2116.0,631.0,2.0682,150001 - 200000
9223.0,-119.06,34.24,21.0,7436.0,984.0,2982.0,988.0,7.6775,350001 - 400000
9224.0,-119.06,34.23,29.0,3511.0,632.0,2591.0,596.0,3.0219,200001 - 250000
9225.0,-119.06,34.23,23.0,3471.0,510.0,2002.0,555.0,5.2742,250001 - 300000
9226.0,-119.06,34.22,13.0,4175.0,1321.0,2257.0,1271.0,3.1446,150001 - 200000
9227.0,-119.07,37.8,12.0,1736.0,352.0,330.0,123.0,3.5294,150001 - 200000
9228.0,-119.07,36.08,5.0,2693.0,508.0,1785.0,491.0,3.0,50001 - 100000
9229.0,-119.07,36.07,11.0,2265.0,382.0,1285.0,387.0,3.2042,50001 - 100000
9230.0,-119.07,35.42,19.0,3889.0,832.0,1872.0,731.0,2.6812,100001 - 150000
9231.0,-119.07,35.36,19.0,5254.0,894.0,2155.0,831.0,4.6705,100001 - 150000
9232.0,-119.07,35.35,24.0,4119.0,865.0,1294.0,879.0,2.4123,50001 - 100000
9233.0,-119.07,35.34,16.0,4201.0,786.0,1667.0,724.0,4.8839,100001 - 150000
