id,median_house_value
19152.0,100001 - 150000
19153.0,450001 - 500000
19154.0,150001 - 200000
19155.0,50001 - 100000
19156.0,300001 - 350000
19157.0,100001 - 150000
19158.0,50001 - 100000
19159.0,200001 - 250000
19160.0,100001 - 150000
19161.0,400001 - 450000
19162.0,50001 - 100000
19163.0,150001 - 200000
19164.0,250001 - 300000
19165.0,100001 - 150000
19166.0,200001 - 250000
19167.0,150001 - 200000
19168.0,250001 - 300000
19169.0,100001 - 150000
19170.0,100001 - 150000
19171.0,200001 - 250000
19172.0,150001 - 200000
19173.0,300001 - 350000
19174.0,150001 - 200000
19175.0,200001 - 250000
19176.0,100001 - 150000
19177.0,50001 - 100000
19178.0,100001 - 150000
19179.0,150001 - 200000
19180.0,150001 - 200000
19181.0,50001 - 100000
19182.0,150001 - 200000
19183.0,200001 - 250000
19184.0,450001 - 500000
19185.0,50001 - 100000
19186.0,50001 - 100000
19187.0,100001 - 150000
19188.0,100001 - 150000
19189.0,250001 - 300000
19190.0,100001 - 150000
19191.0,300001 - 350000
19192.0,150001 - 200000
19193.0,200001 - 250000
19194.0,50001 - 100000
19195.0,450001 - 500000
19196.0,50001 - 100000
19197.0,300001 - 350000
19198.0,50001 - 100000
19199.0,100001 - 150000
19200.0,450001 - 500000
19201.0,450001 - 500000
19202.0,150001 - 200000
19203.0,150001 - 200000
19204.0,50001 - 100000
19205.0,100001 - 150000
19206.0,200001 - 250000
19207.0,250001 - 300000
19208.0,200001 - 250000
19209.0,50001 - 100000
19210.0,300001 - 350000
19211.0,400001 - 450000
19212.0,150001 - 200000
19213.0,150001 - 200000
19214.0,100001 - 150000
19215.0,100001 - 150000
19216.0,250001 - 300000
19217.0,150001 - 200000
19218.0,450001 - 500000
19219.0,50001 - 100000
19220.0,100001 - 150000
19221.0,450001 - 500000
19222.0,50001 - 100000
19223.0,300001 - 350000
19224.0,100001 - 150000
19225.0,100001 - 150000
19226.0,450001 - 500000
19227.0,100001 - 150000
19228.0,450001 - 500000
19229.0,100001 - 150000
19230.0,150001 - 200000
19231.0,200001 - 250000
19232.0,150001 - 200000
19233.0,250001 - 300000
19234.0,100001 - 150000
19235.0,200001 - 250000
19236.0,100001 - 150000
19237.0,14999 - 50000
19238.0,250001 - 300000
19239.0,150001 - 200000
19240.0,100001 - 150000
19241.0,250001 - 300000
19242.0,300001 - 350000
19243.0,300001 - 350000
19244.0,450001 - 500000
19245.0,250001 - 300000
19246.0,100001 - 150000
19247.0,100001 - 150000
19248.0,50001 - 100000
19249.0,200001 - 250000
19250.0,250001 - 300000
19251.0,50001 - 100000
19252.0,150001 - 200000
19253.0,250001 - 300000
19254.0,250001 - 300000
19255.0,150001 - 200000
19256.0,300001 - 350000
19257.0,150001 - 200000
19258.0,50001 - 100000
19259.0,300001 - 350000
19260.0,100001 - 150000
19261.0,50001 - 100000
19262.0,50001 - 100000
19263.0,250001 - 300000
19264.0,150001 - 200000
19265.0,100001 - 150000
19266.0,100001 - 150000
19267.0,150001 - 200000
19268.0,50001 - 100000
19269.0,150001 - 200000
19270.0,50001 - 100000
19271.0,400001 - 450000
19272.0,150001 - 200000
19273.0,50001 - 100000
19274.0,250001 - 300000
19275.0,150001 - 200000
19276.0,250001 - 300000
19277.0,150001 - 200000
19278.0,200001 - 250000
19279.0,50001 - 100000
19280.0,100001 - 150000
19281.0,50001 - 100000
19282.0,200001 - 250000
19283.0,100001 - 150000
19284.0,150001 - 200000
19285.0,50001 - 100000
19286.0,100001 - 150000
19287.0,250001 - 300000
19288.0,200001 - 250000
19289.0,200001 - 250000
19290.0,200001 - 250000
19291.0,200001 - 250000
19292.0,150001 - 200000
19293.0,50001 - 100000
19294.0,50001 - 100000
19295.0,50001 - 100000
19296.0,150001 - 200000
19297.0,100001 - 150000
19298.0,150001 - 200000
19299.0,100001 - 150000
19300.0,200001 - 250000
19301.0,250001 - 300000
19302.0,200001 - 250000
19303.0,200001 - 250000
19304.0,150001 - 200000
19305.0,250001 - 300000
19306.0,100001 - 150000
19307.0,100001 - 150000
19308.0,100001 - 150000
19309.0,150001 - 200000
19310.0,14999 - 50000
19311.0,300001 - 350000
19312.0,100001 - 150000
19313.0,50001 - 100000
19314.0,50001 - 100000
19315.0,100001 - 150000
19316.0,150001 - 200000
19317.0,150001 - 200000
19318.0,250001 - 300000
19319.0,100001 - 150000
19320.0,150001 - 200000
19321.0,50001 - 100000
19322.0,200001 - 250000
19323.0,50001 - 100000
19324.0,200001 - 250000
19325.0,200001 - 250000
19326.0,200001 - 250000
19327.0,250001 - 300000
19328.0,250001 - 300000
19329.0,150001 - 200000
19330.0,150001 - 200000
19331.0,50001 - 100000
19332.0,50001 - 100000
19333.0,250001 - 300000
19334.0,300001 - 350000
19335.0,250001 - 300000
19336.0,200001 - 250000
19337.0,150001 - 200000
19338.0,450001 - 500000
19339.0,150001 - 200000
19340.0,150001 - 200000
19341.0,200001 - 250000
19342.0,50001 - 100000
19343.0,250001 - 300000
19344.0,200001 - 250000
19345.0,100001 - 150000
19346.0,100001 - 150000
19347.0,450001 - 500000
19348.0,250001 - 300000
19349.0,100001 - 150000
19350.0,250001 - 300000
19351.0,450001 - 500000
19352.0,200001 - 250000
19353.0,100001 - 150000
19354.0,200001 - 250000
19355.0,100001 - 150000
19356.0,150001 - 200000
19357.0,350001 - 400000
19358.0,150001 - 200000
19359.0,400001 - 450000
19360.0,150001 - 200000
19361.0,50001 - 100000
19362.0,450001 - 500000
19363.0,200001 - 250000
19364.0,200001 - 250000
19365.0,350001 - 400000
19366.0,150001 - 200000
19367.0,300001 - 350000
19368.0,50001 - 100000
19369.0,50001 - 100000
19370.0,100001 - 150000
19371.0,450001 - 500000
19372.0,100001 - 150000
19373.0,100001 - 150000
19374.0,100001 - 150000
19375.0,50001 - 100000
19376.0,50001 - 100000
19377.0,200001 - 250000
19378.0,150001 - 200000
19379.0,450001 - 500000
19380.0,250001 - 300000
19381.0,200001 - 250000
19382.0,200001 - 250000
19383.0,450001 - 500000
19384.0,100001 - 150000
19385.0,450001 - 500000
19386.0,100001 - 150000
19387.0,250001 - 300000
19388.0,50001 - 100000
19389.0,200001 - 250000
19390.0,150001 - 200000
19391.0,200001 - 250000
19392.0,150001 - 200000
19393.0,100001 - 150000
19394.0,50001 - 100000
19395.0,250001 - 300000
19396.0,200001 - 250000
19397.0,100001 - 150000
19398.0,100001 - 150000
19399.0,50001 - 100000
19400.0,350001 - 400000
19401.0,200001 - 250000
19402.0,50001 - 100000
19403.0,250001 - 300000
19404.0,150001 - 200000
19405.0,50001 - 100000
19406.0,50001 - 100000
19407.0,300001 - 350000
19408.0,50001 - 100000
19409.0,150001 - 200000
19410.0,50001 - 100000
19411.0,200001 - 250000
19412.0,100001 - 150000
19413.0,100001 - 150000
19414.0,150001 - 200000
19415.0,100001 - 150000
19416.0,100001 - 150000
19417.0,150001 - 200000
19418.0,300001 - 350000
19419.0,50001 - 100000
19420.0,200001 - 250000
19421.0,100001 - 150000
19422.0,200001 - 250000
19423.0,200001 - 250000
19424.0,150001 - 200000
19425.0,150001 - 200000
19426.0,150001 - 200000
19427.0,50001 - 100000
19428.0,150001 - 200000
19429.0,150001 - 200000
19430.0,150001 - 200000
19431.0,50001 - 100000
19432.0,150001 - 200000
19433.0,200001 - 250000
19434.0,100001 - 150000
19435.0,100001 - 150000
19436.0,150001 - 200000
19437.0,450001 - 500000
19438.0,300001 - 350000
19439.0,50001 - 100000
19440.0,450001 - 500000
19441.0,50001 - 100000
19442.0,150001 - 200000
19443.0,100001 - 150000
19444.0,200001 - 250000
19445.0,450001 - 500000
19446.0,150001 - 200000
19447.0,150001 - 200000
19448.0,150001 - 200000
19449.0,200001 - 250000
19450.0,150001 - 200000
19451.0,200001 - 250000
19452.0,200001 - 250000
19453.0,250001 - 300000
19454.0,100001 - 150000
19455.0,450001 - 500000
19456.0,300001 - 350000
19457.0,150001 - 200000
19458.0,200001 - 250000
19459.0,450001 - 500000
19460.0,150001 - 200000
19461.0,50001 - 100000
19462.0,250001 - 300000
19463.0,300001 - 350000
19464.0,50001 - 100000
19465.0,250001 - 300000
19466.0,150001 - 200000
19467.0,200001 - 250000
19468.0,100001 - 150000
19469.0,250001 - 300000
19470.0,50001 - 100000
19471.0,200001 - 250000
19472.0,450001 - 500000
19473.0,200001 - 250000
19474.0,100001 - 150000
19475.0,250001 - 300000
19476.0,100001 - 150000
19477.0,50001 - 100000
19478.0,100001 - 150000
19479.0,100001 - 150000
19480.0,50001 - 100000
19481.0,250001 - 300000
19482.0,250001 - 300000
19483.0,100001 - 150000
19484.0,350001 - 400000
19485.0,150001 - 200000
19486.0,300001 - 350000
19487.0,200001 - 250000
19488.0,200001 - 250000
19489.0,200001 - 250000
19490.0,200001 - 250000
19491.0,350001 - 400000
19492.0,50001 - 100000
19493.0,150001 - 200000
19494.0,100001 - 150000
19495.0,200001 - 250000
19496.0,200001 - 250000
19497.0,50001 - 100000
19498.0,450001 - 500000
19499.0,14999 - 50000
19500.0,350001 - 400000
19501.0,200001 - 250000
19502.0,150001 - 200000
19503.0,50001 - 100000
19504.0,150001 - 200000
19505.0,50001 - 100000
19506.0,250001 - 300000
19507.0,150001 - 200000
19508.0,350001 - 400000
19509.0,150001 - 200000
19510.0,200001 - 250000
19511.0,200001 - 250000
19512.0,150001 - 200000
19513.0,200001 - 250000
19514.0,200001 - 250000
19515.0,300001 - 350000
19516.0,200001 - 250000
19517.0,150001 - 200000
19518.0,400001 - 450000
19519.0,100001 - 150000
19520.0,250001 - 300000
19521.0,50001 - 100000
19522.0,50001 - 100000
19523.0,450001 - 500000
19524.0,200001 - 250000
19525.0,100001 - 150000
19526.0,150001 - 200000
19527.0,50001 - 100000
19528.0,150001 - 200000
19529.0,350001 - 400000
19530.0,200001 - 250000
19531.0,200001 - 250000
19532.0,50001 - 100000
19533.0,100001 - 150000
19534.0,100001 - 150000
19535.0,100001 - 150000
19536.0,300001 - 350000
19537.0,150001 - 200000
19538.0,400001 - 450000
19539.0,100001 - 150000
19540.0,400001 - 450000
19541.0,50001 - 100000
19542.0,450001 - 500000
19543.0,200001 - 250000
19544.0,200001 - 250000
19545.0,200001 - 250000
19546.0,150001 - 200000
19547.0,150001 - 200000
19548.0,150001 - 200000
19549.0,300001 - 350000
19550.0,350001 - 400000
19551.0,150001 - 200000
19552.0,400001 - 450000
19553.0,50001 - 100000
19554.0,150001 - 200000
19555.0,100001 - 150000
19556.0,14999 - 50000
19557.0,450001 - 500000
19558.0,200001 - 250000
19559.0,50001 - 100000
19560.0,200001 - 250000
19561.0,150001 - 200000
19562.0,150001 - 200000
19563.0,200001 - 250000
19564.0,150001 - 200000
19565.0,100001 - 150000
19566.0,150001 - 200000
19567.0,150001 - 200000
19568.0,250001 - 300000
19569.0,150001 - 200000
19570.0,200001 - 250000
19571.0,250001 - 300000
19572.0,450001 - 500000
19573.0,150001 - 200000
19574.0,250001 - 300000
19575.0,150001 - 200000
19576.0,100001 - 150000
19577.0,150001 - 200000
19578.0,50001 - 100000
19579.0,250001 - 300000
19580.0,250001 - 300000
19581.0,350001 - 400000
19582.0,150001 - 200000
19583.0,100001 - 150000
19584.0,450001 - 500000
19585.0,200001 - 250000
19586.0,100001 - 150000
19587.0,350001 - 400000
19588.0,50001 - 100000
19589.0,150001 - 200000
19590.0,100001 - 150000
19591.0,100001 - 150000
19592.0,150001 - 200000
19593.0,50001 - 100000
19594.0,100001 - 150000
19595.0,150001 - 200000
19596.0,150001 - 200000
19597.0,400001 - 450000
19598.0,100001 - 150000
19599.0,150001 - 200000
19600.0,100001 - 150000
19601.0,150001 - 200000
19602.0,400001 - 450000
19603.0,150001 - 200000
19604.0,50001 - 100000
19605.0,250001 - 300000
19606.0,450001 - 500000
19607.0,150001 - 200000
19608.0,100001 - 150000
19609.0,200001 - 250000
19610.0,14999 - 50000
19611.0,100001 - 150000
19612.0,100001 - 150000
19613.0,150001 - 200000
19614.0,100001 - 150000
19615.0,300001 - 350000
19616.0,400001 - 450000
19617.0,100001 - 150000
19618.0,50001 - 100000
19619.0,350001 - 400000
19620.0,50001 - 100000
19621.0,100001 - 150000
19622.0,50001 - 100000
19623.0,250001 - 300000
19624.0,150001 - 200000
19625.0,100001 - 150000
19626.0,100001 - 150000
19627.0,300001 - 350000
19628.0,14999 - 50000
19629.0,150001 - 200000
19630.0,50001 - 100000
19631.0,100001 - 150000
19632.0,250001 - 300000
19633.0,100001 - 150000
19634.0,150001 - 200000
19635.0,350001 - 400000
19636.0,100001 - 150000
19637.0,400001 - 450000
19638.0,50001 - 100000
19639.0,400001 - 450000
19640.0,200001 - 250000
19641.0,250001 - 300000
19642.0,150001 - 200000
19643.0,100001 - 150000
19644.0,50001 - 100000
19645.0,150001 - 200000
19646.0,100001 - 150000
19647.0,50001 - 100000
19648.0,450001 - 500000
19649.0,150001 - 200000
19650.0,150001 - 200000
19651.0,150001 - 200000
19652.0,150001 - 200000
19653.0,450001 - 500000
19654.0,50001 - 100000
19655.0,150001 - 200000
19656.0,50001 - 100000
19657.0,200001 - 250000
19658.0,100001 - 150000
19659.0,150001 - 200000
19660.0,100001 - 150000
19661.0,150001 - 200000
19662.0,150001 - 200000
19663.0,150001 - 200000
19664.0,300001 - 350000
19665.0,150001 - 200000
19666.0,450001 - 500000
19667.0,450001 - 500000
19668.0,150001 - 200000
19669.0,150001 - 200000
19670.0,150001 - 200000
19671.0,50001 - 100000
19672.0,400001 - 450000
19673.0,250001 - 300000
19674.0,50001 - 100000
19675.0,100001 - 150000
19676.0,100001 - 150000
19677.0,200001 - 250000
19678.0,300001 - 350000
19679.0,150001 - 200000
19680.0,200001 - 250000
19681.0,200001 - 250000
19682.0,150001 - 200000
19683.0,300001 - 350000
19684.0,450001 - 500000
19685.0,200001 - 250000
19686.0,150001 - 200000
19687.0,450001 - 500000
19688.0,150001 - 200000
19689.0,50001 - 100000
19690.0,250001 - 300000
19691.0,150001 - 200000
19692.0,100001 - 150000
19693.0,200001 - 250000
19694.0,200001 - 250000
19695.0,250001 - 300000
19696.0,150001 - 200000
19697.0,150001 - 200000
19698.0,200001 - 250000
19699.0,150001 - 200000
19700.0,150001 - 200000
19701.0,50001 - 100000
19702.0,100001 - 150000
19703.0,100001 - 150000
19704.0,300001 - 350000
19705.0,450001 - 500000
19706.0,50001 - 100000
19707.0,150001 - 200000
19708.0,100001 - 150000
19709.0,50001 - 100000
19710.0,50001 - 100000
19711.0,200001 - 250000
19712.0,250001 - 300000
19713.0,300001 - 350000
19714.0,50001 - 100000
19715.0,50001 - 100000
19716.0,50001 - 100000
19717.0,50001 - 100000
19718.0,250001 - 300000
19719.0,50001 - 100000
19720.0,150001 - 200000
19721.0,150001 - 200000
19722.0,100001 - 150000
19723.0,250001 - 300000
19724.0,50001 - 100000
19725.0,150001 - 200000
19726.0,50001 - 100000
19727.0,150001 - 200000
19728.0,50001 - 100000
19729.0,100001 - 150000
19730.0,200001 - 250000
19731.0,300001 - 350000
19732.0,150001 - 200000
19733.0,50001 - 100000
19734.0,150001 - 200000
19735.0,150001 - 200000
19736.0,50001 - 100000
19737.0,150001 - 200000
19738.0,100001 - 150000
19739.0,450001 - 500000
19740.0,300001 - 350000
19741.0,14999 - 50000
19742.0,200001 - 250000
19743.0,100001 - 150000
19744.0,300001 - 350000
19745.0,150001 - 200000
19746.0,150001 - 200000
19747.0,300001 - 350000
19748.0,150001 - 200000
19749.0,450001 - 500000
19750.0,100001 - 150000
19751.0,50001 - 100000
19752.0,50001 - 100000
19753.0,150001 - 200000
19754.0,200001 - 250000
19755.0,50001 - 100000
19756.0,100001 - 150000
19757.0,100001 - 150000
19758.0,450001 - 500000
19759.0,150001 - 200000
19760.0,200001 - 250000
19761.0,150001 - 200000
19762.0,150001 - 200000
19763.0,200001 - 250000
19764.0,300001 - 350000
19765.0,350001 - 400000
19766.0,200001 - 250000
19767.0,200001 - 250000
19768.0,150001 - 200000
19769.0,350001 - 400000
19770.0,100001 - 150000
19771.0,300001 - 350000
19772.0,350001 - 400000
19773.0,150001 - 200000
19774.0,150001 - 200000
19775.0,300001 - 350000
19776.0,100001 - 150000
19777.0,100001 - 150000
19778.0,350001 - 400000
19779.0,50001 - 100000
19780.0,14999 - 50000
19781.0,300001 - 350000
19782.0,50001 - 100000
19783.0,250001 - 300000
19784.0,50001 - 100000
19785.0,50001 - 100000
19786.0,100001 - 150000
19787.0,50001 - 100000
19788.0,150001 - 200000
19789.0,300001 - 350000
19790.0,300001 - 350000
19791.0,100001 - 150000
19792.0,100001 - 150000
19793.0,300001 - 350000
19794.0,100001 - 150000
19795.0,100001 - 150000
19796.0,450001 - 500000
19797.0,250001 - 300000
19798.0,100001 - 150000
19799.0,300001 - 350000
19800.0,200001 - 250000
19801.0,100001 - 150000
19802.0,100001 - 150000
19803.0,50001 - 100000
19804.0,50001 - 100000
19805.0,150001 - 200000
19806.0,200001 - 250000
19807.0,200001 - 250000
19808.0,150001 - 200000
19809.0,150001 - 200000
19810.0,200001 - 250000
19811.0,450001 - 500000
19812.0,250001 - 300000
19813.0,150001 - 200000
19814.0,150001 - 200000
19815.0,150001 - 200000
19816.0,100001 - 150000
19817.0,150001 - 200000
19818.0,150001 - 200000
19819.0,350001 - 400000
19820.0,250001 - 300000
19821.0,50001 - 100000
19822.0,200001 - 250000
19823.0,150001 - 200000
19824.0,50001 - 100000
19825.0,50001 - 100000
19826.0,200001 - 250000
19827.0,100001 - 150000
19828.0,400001 - 450000
19829.0,350001 - 400000
19830.0,250001 - 300000
19831.0,100001 - 150000
19832.0,200001 - 250000
19833.0,50001 - 100000
19834.0,50001 - 100000
19835.0,50001 - 100000
19836.0,150001 - 200000
19837.0,200001 - 250000
19838.0,200001 - 250000
19839.0,300001 - 350000
19840.0,200001 - 250000
19841.0,400001 - 450000
19842.0,50001 - 100000
19843.0,150001 - 200000
19844.0,250001 - 300000
19845.0,100001 - 150000
19846.0,150001 - 200000
19847.0,50001 - 100000
19848.0,100001 - 150000
19849.0,200001 - 250000
19850.0,250001 - 300000
19851.0,450001 - 500000
19852.0,150001 - 200000
19853.0,200001 - 250000
19854.0,150001 - 200000
19855.0,200001 - 250000
19856.0,200001 - 250000
19857.0,250001 - 300000
19858.0,250001 - 300000
19859.0,200001 - 250000
19860.0,100001 - 150000
19861.0,200001 - 250000
19862.0,200001 - 250000
19863.0,100001 - 150000
19864.0,50001 - 100000
19865.0,200001 - 250000
19866.0,150001 - 200000
19867.0,200001 - 250000
19868.0,400001 - 450000
19869.0,100001 - 150000
19870.0,450001 - 500000
19871.0,300001 - 350000
19872.0,150001 - 200000
19873.0,50001 - 100000
19874.0,200001 - 250000
19875.0,200001 - 250000
19876.0,100001 - 150000
19877.0,300001 - 350000
19878.0,200001 - 250000
19879.0,100001 - 150000
19880.0,50001 - 100000
19881.0,250001 - 300000
19882.0,100001 - 150000
19883.0,100001 - 150000
19884.0,50001 - 100000
19885.0,50001 - 100000
19886.0,200001 - 250000
19887.0,200001 - 250000
19888.0,50001 - 100000
19889.0,50001 - 100000
19890.0,100001 - 150000
19891.0,400001 - 450000
19892.0,50001 - 100000
19893.0,100001 - 150000
19894.0,350001 - 400000
19895.0,50001 - 100000
19896.0,450001 - 500000
19897.0,150001 - 200000
19898.0,50001 - 100000
19899.0,150001 - 200000
19900.0,150001 - 200000
19901.0,100001 - 150000
19902.0,150001 - 200000
19903.0,50001 - 100000
19904.0,150001 - 200000
19905.0,150001 - 200000
19906.0,50001 - 100000
19907.0,100001 - 150000
19908.0,150001 - 200000
19909.0,250001 - 300000
19910.0,350001 - 400000
19911.0,100001 - 150000
19912.0,100001 - 150000
19913.0,50001 - 100000
19914.0,250001 - 300000
19915.0,50001 - 100000
19916.0,50001 - 100000
19917.0,250001 - 300000
19918.0,350001 - 400000
19919.0,350001 - 400000
19920.0,100001 - 150000
19921.0,100001 - 150000
19922.0,100001 - 150000
19923.0,300001 - 350000
19924.0,100001 - 150000
19925.0,200001 - 250000
19926.0,350001 - 400000
19927.0,150001 - 200000
19928.0,400001 - 450000
19929.0,200001 - 250000
19930.0,150001 - 200000
19931.0,150001 - 200000
19932.0,50001 - 100000
19933.0,100001 - 150000
19934.0,200001 - 250000
19935.0,150001 - 200000
19936.0,150001 - 200000
19937.0,100001 - 150000
19938.0,450001 - 500000
19939.0,150001 - 200000
19940.0,50001 - 100000
19941.0,50001 - 100000
19942.0,50001 - 100000
19943.0,150001 - 200000
19944.0,50001 - 100000
19945.0,350001 - 400000
19946.0,200001 - 250000
19947.0,150001 - 200000
19948.0,100001 - 150000
19949.0,100001 - 150000
19950.0,150001 - 200000
19951.0,350001 - 400000
19952.0,50001 - 100000
19953.0,200001 - 250000
19954.0,50001 - 100000
19955.0,150001 - 200000
19956.0,150001 - 200000
19957.0,350001 - 400000
19958.0,50001 - 100000
19959.0,200001 - 250000
19960.0,400001 - 450000
19961.0,450001 - 500000
19962.0,100001 - 150000
19963.0,50001 - 100000
19964.0,350001 - 400000
19965.0,50001 - 100000
19966.0,250001 - 300000
19967.0,400001 - 450000
19968.0,100001 - 150000
19969.0,450001 - 500000
19970.0,100001 - 150000
19971.0,350001 - 400000
19972.0,150001 - 200000
19973.0,150001 - 200000
19974.0,100001 - 150000
19975.0,150001 - 200000
19976.0,250001 - 300000
19977.0,300001 - 350000
19978.0,50001 - 100000
19979.0,100001 - 150000
19980.0,150001 - 200000
19981.0,50001 - 100000
19982.0,150001 - 200000
19983.0,150001 - 200000
19984.0,350001 - 400000
19985.0,100001 - 150000
19986.0,100001 - 150000
19987.0,50001 - 100000
19988.0,300001 - 350000
19989.0,250001 - 300000
19990.0,100001 - 150000
19991.0,100001 - 150000
19992.0,250001 - 300000
19993.0,450001 - 500000
19994.0,450001 - 500000
19995.0,150001 - 200000
19996.0,200001 - 250000
19997.0,200001 - 250000
19998.0,50001 - 100000
19999.0,150001 - 200000
20000.0,450001 - 500000
